kode_produk;tgl_berlaku;tanggal_berlaku;harga_berlaku_cabang;modal_cabang;biaya_cabang
PROD-0000022;02/03/2020 00:00;2020-03-02;71980;68880;970
PROD-0000022;03/03/2020 00:00;2020-03-03;70830;67580;1060
PROD-0000022;04/03/2020 00:00;2020-03-04;70690;67750;1270
PROD-0000022;05/03/2020 00:00;2020-03-05;71840;67720;1580
PROD-0000022;06/03/2020 00:00;2020-03-06;71840;68230;830
PROD-0000022;07/03/2020 00:00;2020-03-07;71690;68080;500
PROD-0000022;08/03/2020 00:00;2020-03-08;71980;68380;1040
PROD-0000022;09/03/2020 00:00;2020-03-09;70980;68010;280
PROD-0000022;10/03/2020 00:00;2020-03-10;71980;68380;790
PROD-0000022;11/03/2020 00:00;2020-03-11;71840;67830;110
PROD-0000022;12/03/2020 00:00;2020-03-12;71410;67840;1320
PROD-0000022;13/03/2020 00:00;2020-03-13;70410;66920;740
PROD-0000022;14/03/2020 00:00;2020-03-14;71120;67560;460
PROD-0000022;15/03/2020 00:00;2020-03-15;71540;67750;390
PROD-0000022;16/03/2020 00:00;2020-03-16;71120;67140;710
PROD-0000022;17/03/2020 00:00;2020-03-17;71260;67700;180
PROD-0000022;18/03/2020 00:00;2020-03-18;72260;68650;760
PROD-0000022;19/03/2020 00:00;2020-03-19;71830;67790;1360
PROD-0000022;20/03/2020 00:00;2020-03-20;70840;67300;780
PROD-0000022;21/03/2020 00:00;2020-03-21;72700;69060;1270
PROD-0000022;22/03/2020 00:00;2020-03-22;71690;67850;1000
PROD-0000022;23/03/2020 00:00;2020-03-23;70980;67430;1630
PROD-0000022;24/03/2020 00:00;2020-03-24;70550;67030;560
PROD-0000022;25/03/2020 00:00;2020-03-25;71690;68030;680
PROD-0000022;26/03/2020 00:00;2020-03-26;71550;67920;110
PROD-0000022;27/03/2020 00:00;2020-03-27;72120;68520;1010
PROD-0000022;28/03/2020 00:00;2020-03-28;72560;68700;1310
PROD-0000022;29/03/2020 00:00;2020-03-29;71550;68210;1650
PROD-0000022;30/03/2020 00:00;2020-03-30;72410;68640;400
PROD-0000022;31/03/2020 00:00;2020-03-31;71690;67810;470
PROD-0000022;01/04/2020 00:00;2020-04-01;72260;68180;70
PROD-0000022;02/04/2020 00:00;2020-04-02;72550;69070;1630
PROD-0000022;03/04/2020 00:00;2020-04-03;73420;70370;1690
PROD-0000022;04/04/2020 00:00;2020-04-04;71260;67700;290
PROD-0000022;05/04/2020 00:00;2020-04-05;72840;69130;360
PROD-0000022;06/04/2020 00:00;2020-04-06;71840;68240;860
PROD-0000022;07/04/2020 00:00;2020-04-07;71540;67980;1610
PROD-0000022;08/04/2020 00:00;2020-04-08;72990;69260;150
PROD-0000022;09/04/2020 00:00;2020-04-09;72410;68790;1630
PROD-0000022;10/04/2020 00:00;2020-04-10;71690;68100;860
PROD-0000022;11/04/2020 00:00;2020-04-11;72840;68800;1240
PROD-0000022;12/04/2020 00:00;2020-04-12;71830;67940;1470
PROD-0000022;13/04/2020 00:00;2020-04-13;72840;69200;250
PROD-0000022;14/04/2020 00:00;2020-04-14;73430;69550;510
PROD-0000022;15/04/2020 00:00;2020-04-15;72400;68960;1590
PROD-0000022;16/04/2020 00:00;2020-04-16;72990;68810;1790
PROD-0000022;17/04/2020 00:00;2020-04-17;71540;68070;500
PROD-0000022;18/04/2020 00:00;2020-04-18;73280;69620;510
PROD-0000022;19/04/2020 00:00;2020-04-19;72990;69760;550
PROD-0000022;20/04/2020 00:00;2020-04-20;72550;68550;730
PROD-0000022;21/04/2020 00:00;2020-04-21;72990;69970;990
PROD-0000022;22/04/2020 00:00;2020-04-22;72840;69200;1270
PROD-0000022;23/04/2020 00:00;2020-04-23;71830;68230;360
PROD-0000022;24/04/2020 00:00;2020-04-24;71970;68510;1660
PROD-0000022;25/04/2020 00:00;2020-04-25;71400;68480;610
PROD-0000022;26/04/2020 00:00;2020-04-26;71980;68130;1760
PROD-0000022;27/04/2020 00:00;2020-04-27;72400;68820;1520
PROD-0000022;28/04/2020 00:00;2020-04-28;72120;68520;540
PROD-0000022;29/04/2020 00:00;2020-04-29;71980;68380;1730
PROD-0000022;30/04/2020 00:00;2020-04-30;73280;70010;440
PROD-0000022;01/05/2020 00:00;2020-05-01;74310;70860;330
PROD-0000022;02/05/2020 00:00;2020-05-02;72840;68670;1600
PROD-0000022;03/05/2020 00:00;2020-05-03;73570;69380;700
PROD-0000022;04/05/2020 00:00;2020-05-04;72990;69340;440
PROD-0000022;05/05/2020 00:00;2020-05-05;74020;70010;890
PROD-0000022;06/05/2020 00:00;2020-05-06;73570;70060;70
PROD-0000022;07/05/2020 00:00;2020-05-07;72840;69150;0
PROD-0000022;08/05/2020 00:00;2020-05-08;73570;69970;590
PROD-0000022;09/05/2020 00:00;2020-05-09;73140;69950;1060
PROD-0000022;10/05/2020 00:00;2020-05-10;73140;70020;620
PROD-0000022;11/05/2020 00:00;2020-05-11;73720;70470;700
PROD-0000022;12/05/2020 00:00;2020-05-12;73130;69470;1460
PROD-0000022;13/05/2020 00:00;2020-05-13;72410;68250;1380
PROD-0000022;14/05/2020 00:00;2020-05-14;72990;68680;1310
PROD-0000022;15/05/2020 00:00;2020-05-15;72270;68120;1370
PROD-0000022;16/05/2020 00:00;2020-05-16;74010;70310;1220
PROD-0000022;17/05/2020 00:00;2020-05-17;73280;69650;550
PROD-0000022;18/05/2020 00:00;2020-05-18;73420;70240;1210
PROD-0000022;19/05/2020 00:00;2020-05-19;72990;69340;730
PROD-0000022;20/05/2020 00:00;2020-05-20;71680;67710;250
PROD-0000022;21/05/2020 00:00;2020-05-21;72990;69160;1680
PROD-0000022;22/05/2020 00:00;2020-05-22;73570;69890;1660
PROD-0000022;23/05/2020 00:00;2020-05-23;72700;69060;0
PROD-0000022;24/05/2020 00:00;2020-05-24;72990;69370;880
PROD-0000022;25/05/2020 00:00;2020-05-25;73720;70040;880
PROD-0000022;26/05/2020 00:00;2020-05-26;73130;68760;330
PROD-0000022;27/05/2020 00:00;2020-05-27;72840;69200;1270
PROD-0000022;28/05/2020 00:00;2020-05-28;73280;69830;220
PROD-0000022;29/05/2020 00:00;2020-05-29;72690;69060;440
PROD-0000022;30/05/2020 00:00;2020-05-30;72550;69230;1380
PROD-0000022;31/05/2020 00:00;2020-05-31;72550;69460;440
PROD-0000022;01/06/2020 00:00;2020-06-01;73720;70610;150
PROD-0000022;02/06/2020 00:00;2020-06-02;73420;69750;1470
PROD-0000022;03/06/2020 00:00;2020-06-03;73420;69810;1540
PROD-0000022;04/06/2020 00:00;2020-06-04;73130;69580;400
PROD-0000022;05/06/2020 00:00;2020-06-05;73280;69610;1760
PROD-0000022;06/06/2020 00:00;2020-06-06;72540;68710;760
PROD-0000022;07/06/2020 00:00;2020-06-07;73270;69120;290
PROD-0000022;08/06/2020 00:00;2020-06-08;74450;70920;1010
PROD-0000022;09/06/2020 00:00;2020-06-09;74900;71160;1760
PROD-0000022;10/06/2020 00:00;2020-06-10;72840;68800;1750
PROD-0000022;11/06/2020 00:00;2020-06-11;74460;70740;1820
PROD-0000022;12/06/2020 00:00;2020-06-12;73860;70170;410
PROD-0000022;13/06/2020 00:00;2020-06-13;73420;69420;1580
PROD-0000022;14/06/2020 00:00;2020-06-14;72540;69310;760
PROD-0000022;15/06/2020 00:00;2020-06-15;73870;69780;1480
PROD-0000022;16/06/2020 00:00;2020-06-16;73270;69590;950
PROD-0000022;17/06/2020 00:00;2020-06-17;74310;71190;890
PROD-0000022;18/06/2020 00:00;2020-06-18;72690;68560;1340
PROD-0000022;19/06/2020 00:00;2020-06-19;74450;70740;1270
PROD-0000022;20/06/2020 00:00;2020-06-20;73720;70180;1440
PROD-0000022;21/06/2020 00:00;2020-06-21;73420;69290;1620
PROD-0000022;22/06/2020 00:00;2020-06-22;73420;69750;950
PROD-0000022;23/06/2020 00:00;2020-06-23;72830;68750;150
PROD-0000022;24/06/2020 00:00;2020-06-24;74310;70850;260
PROD-0000022;25/06/2020 00:00;2020-06-25;73710;70020;960
PROD-0000022;26/06/2020 00:00;2020-06-26;74160;70670;850
PROD-0000022;27/06/2020 00:00;2020-06-27;74010;69980;1630
PROD-0000022;28/06/2020 00:00;2020-06-28;74600;70390;710
PROD-0000022;29/06/2020 00:00;2020-06-29;74460;71070;1340
PROD-0000022;30/06/2020 00:00;2020-06-30;74600;71260;110
PROD-0000022;01/07/2020 00:00;2020-07-01;73420;69160;1250
PROD-0000022;02/07/2020 00:00;2020-07-02;74450;70340;1600
PROD-0000022;03/07/2020 00:00;2020-07-03;73860;70170;780
PROD-0000022;04/07/2020 00:00;2020-07-04;74160;70730;1110
PROD-0000022;05/07/2020 00:00;2020-07-05;75350;71580;1850
PROD-0000022;06/07/2020 00:00;2020-07-06;74300;71250;630
PROD-0000022;07/07/2020 00:00;2020-07-07;74450;70730;1710
PROD-0000022;08/07/2020 00:00;2020-07-08;74150;70750;1330
PROD-0000022;09/07/2020 00:00;2020-07-09;73560;69620;550
PROD-0000022;10/07/2020 00:00;2020-07-10;74300;71230;1260
PROD-0000022;11/07/2020 00:00;2020-07-11;73570;69390;700
PROD-0000022;12/07/2020 00:00;2020-07-12;74450;70880;670
PROD-0000022;13/07/2020 00:00;2020-07-13;75060;71400;340
PROD-0000022;14/07/2020 00:00;2020-07-14;73270;69210;810
PROD-0000022;15/07/2020 00:00;2020-07-15;73710;69840;1250
PROD-0000022;16/07/2020 00:00;2020-07-16;73710;70020;1220
PROD-0000022;17/07/2020 00:00;2020-07-17;74300;71060;1370
PROD-0000022;18/07/2020 00:00;2020-07-18;73710;69760;220
PROD-0000022;19/07/2020 00:00;2020-07-19;75050;71300;530
PROD-0000022;20/07/2020 00:00;2020-07-20;73420;70450;1210
PROD-0000022;21/07/2020 00:00;2020-07-21;75200;72110;1470
PROD-0000022;22/07/2020 00:00;2020-07-22;73860;70170;780
PROD-0000022;23/07/2020 00:00;2020-07-23;75350;71730;750
PROD-0000022;24/07/2020 00:00;2020-07-24;75650;72180;720
PROD-0000022;25/07/2020 00:00;2020-07-25;75350;70960;40
PROD-0000022;26/07/2020 00:00;2020-07-26;75500;71700;790
PROD-0000022;27/07/2020 00:00;2020-07-27;74450;70830;860
PROD-0000022;28/07/2020 00:00;2020-07-28;74600;70440;1380
PROD-0000022;29/07/2020 00:00;2020-07-29;74000;69660;150
PROD-0000022;30/07/2020 00:00;2020-07-30;74750;71020;370
PROD-0000022;31/07/2020 00:00;2020-07-31;74300;70530;450
PROD-0000022;01/08/2020 00:00;2020-08-01;74600;71250;1680
PROD-0000022;02/08/2020 00:00;2020-08-02;74450;71050;1750
PROD-0000022;03/08/2020 00:00;2020-08-03;75200;71440;1320
PROD-0000022;04/08/2020 00:00;2020-08-04;75200;71070;1350
PROD-0000022;05/08/2020 00:00;2020-08-05;75500;71820;1210
PROD-0000022;06/08/2020 00:00;2020-08-06;75650;72050;1740
PROD-0000022;07/08/2020 00:00;2020-08-07;75950;72150;1180
PROD-0000022;08/08/2020 00:00;2020-08-08;76560;73280;690
PROD-0000022;09/08/2020 00:00;2020-08-09;74000;70300;1040
PROD-0000022;10/08/2020 00:00;2020-08-10;74600;70870;750
PROD-0000022;11/08/2020 00:00;2020-08-11;74450;70800;450
PROD-0000022;12/08/2020 00:00;2020-08-12;74900;71150;790
PROD-0000022;13/08/2020 00:00;2020-08-13;74600;70610;110
PROD-0000022;14/08/2020 00:00;2020-08-14;75350;71280;80
PROD-0000022;15/08/2020 00:00;2020-08-15;75800;72740;340
PROD-0000022;16/08/2020 00:00;2020-08-16;74450;70200;1340
PROD-0000022;17/08/2020 00:00;2020-08-17;75350;71580;410
PROD-0000022;18/08/2020 00:00;2020-08-18;75650;71770;1440
PROD-0000022;19/08/2020 00:00;2020-08-19;74900;70590;340
PROD-0000022;20/08/2020 00:00;2020-08-20;74300;70320;1750
PROD-0000022;21/08/2020 00:00;2020-08-21;75040;71870;1280
PROD-0000022;22/08/2020 00:00;2020-08-22;75050;71870;380
PROD-0000022;23/08/2020 00:00;2020-08-23;75040;71290;1460
PROD-0000022;24/08/2020 00:00;2020-08-24;73850;70180;1000
PROD-0000022;25/08/2020 00:00;2020-08-25;74900;71150;190
PROD-0000022;26/08/2020 00:00;2020-08-26;75350;71580;720
PROD-0000022;27/08/2020 00:00;2020-08-27;75200;71440;1050
PROD-0000022;28/08/2020 00:00;2020-08-28;75050;70790;1540
PROD-0000022;29/08/2020 00:00;2020-08-29;74600;71210;300
PROD-0000022;30/08/2020 00:00;2020-08-30;75050;71520;80
PROD-0000022;31/08/2020 00:00;2020-08-31;75500;71490;1430
PROD-0000022;01/09/2020 00:00;2020-09-01;76710;72210;650
PROD-0000022;02/09/2020 00:00;2020-09-02;75350;71470;1280
PROD-0000022;03/09/2020 00:00;2020-09-03;75940;72190;910
PROD-0000022;04/09/2020 00:00;2020-09-04;75950;72150;570
PROD-0000022;05/09/2020 00:00;2020-09-05;75640;71860;340
PROD-0000022;06/09/2020 00:00;2020-09-06;76860;72970;690
PROD-0000022;07/09/2020 00:00;2020-09-07;75650;71370;950
PROD-0000022;08/09/2020 00:00;2020-09-08;76100;72460;340
PROD-0000022;09/09/2020 00:00;2020-09-09;75350;71580;1540
PROD-0000022;10/09/2020 00:00;2020-09-10;76100;71900;270
PROD-0000022;11/09/2020 00:00;2020-09-11;74750;71010;780
PROD-0000022;12/09/2020 00:00;2020-09-12;75640;71260;1360
PROD-0000022;13/09/2020 00:00;2020-09-13;76100;72760;1600
PROD-0000022;14/09/2020 00:00;2020-09-14;76260;71820;880
PROD-0000022;15/09/2020 00:00;2020-09-15;76560;72330;1800
PROD-0000022;16/09/2020 00:00;2020-09-16;75640;71900;1700
PROD-0000022;17/09/2020 00:00;2020-09-17;75350;71660;900
PROD-0000022;18/09/2020 00:00;2020-09-18;74900;71150;1160
PROD-0000022;19/09/2020 00:00;2020-09-19;75340;71670;1240
PROD-0000022;20/09/2020 00:00;2020-09-20;75340;72240;150
PROD-0000022;21/09/2020 00:00;2020-09-21;77170;73480;0
PROD-0000022;22/09/2020 00:00;2020-09-22;75800;71970;450
PROD-0000022;23/09/2020 00:00;2020-09-23;75500;71140;940
PROD-0000022;24/09/2020 00:00;2020-09-24;75340;71890;570
PROD-0000022;25/09/2020 00:00;2020-09-25;76250;72960;1530
PROD-0000022;26/09/2020 00:00;2020-09-26;76870;73030;80
PROD-0000022;27/09/2020 00:00;2020-09-27;74590;70140;1450
PROD-0000022;28/09/2020 00:00;2020-09-28;76710;73310;1110
PROD-0000022;29/09/2020 00:00;2020-09-29;76100;72610;1790
PROD-0000022;30/09/2020 00:00;2020-09-30;76860;72570;1460
PROD-0000022;01/10/2020 00:00;2020-10-01;76860;73020;80
PROD-0000022;02/10/2020 00:00;2020-10-02;76400;72580;1830
PROD-0000022;03/10/2020 00:00;2020-10-03;77020;73740;1310
PROD-0000022;04/10/2020 00:00;2020-10-04;76700;72870;690
PROD-0000022;05/10/2020 00:00;2020-10-05;77020;73530;1160
PROD-0000022;06/10/2020 00:00;2020-10-06;77010;73710;1120
PROD-0000022;07/10/2020 00:00;2020-10-07;75640;72320;870
PROD-0000022;08/10/2020 00:00;2020-10-08;76710;72870;380
PROD-0000022;09/10/2020 00:00;2020-10-09;77010;73410;1270
PROD-0000022;10/10/2020 00:00;2020-10-10;77320;73460;580
PROD-0000022;11/10/2020 00:00;2020-10-11;76250;72440;1450
PROD-0000022;12/10/2020 00:00;2020-10-12;76710;73090;880
PROD-0000022;13/10/2020 00:00;2020-10-13;76870;72440;1840
PROD-0000022;14/10/2020 00:00;2020-10-14;77170;73310;1500
PROD-0000022;15/10/2020 00:00;2020-10-15;76250;72780;0
PROD-0000022;16/10/2020 00:00;2020-10-16;77170;73010;1740
PROD-0000022;17/10/2020 00:00;2020-10-17;76860;72940;730
PROD-0000022;18/10/2020 00:00;2020-10-18;76410;72550;110
PROD-0000022;19/10/2020 00:00;2020-10-19;76100;72440;910
PROD-0000022;20/10/2020 00:00;2020-10-20;76860;73250;120
PROD-0000022;21/10/2020 00:00;2020-10-21;77330;73460;350
PROD-0000022;22/10/2020 00:00;2020-10-22;77170;72950;1620
PROD-0000022;23/10/2020 00:00;2020-10-23;77170;73810;270
PROD-0000022;24/10/2020 00:00;2020-10-24;77320;73250;1010
PROD-0000022;25/10/2020 00:00;2020-10-25;76550;72720;80
PROD-0000022;26/10/2020 00:00;2020-10-26;77010;73340;1190
PROD-0000022;27/10/2020 00:00;2020-10-27;75490;71720;1700
PROD-0000022;28/10/2020 00:00;2020-10-28;75940;72410;80
PROD-0000022;29/10/2020 00:00;2020-10-29;77940;74040;970
PROD-0000022;30/10/2020 00:00;2020-10-30;77010;73150;1850
PROD-0000022;31/10/2020 00:00;2020-10-31;77790;74290;1520
PROD-0000022;01/11/2020 00:00;2020-11-01;78410;75080;1760
PROD-0000022;02/11/2020 00:00;2020-11-02;78720;74780;1140
PROD-0000022;03/11/2020 00:00;2020-11-03;77320;72920;1860
PROD-0000022;04/11/2020 00:00;2020-11-04;77320;73930;1010
PROD-0000022;05/11/2020 00:00;2020-11-05;78100;74200;1090
PROD-0000022;06/11/2020 00:00;2020-11-06;76700;72610;310
PROD-0000022;07/11/2020 00:00;2020-11-07;77940;74290;40
PROD-0000022;08/11/2020 00:00;2020-11-08;78250;73710;630
PROD-0000022;09/11/2020 00:00;2020-11-09;76240;73090;1560
PROD-0000022;10/11/2020 00:00;2020-11-10;76860;73240;1270
PROD-0000022;11/11/2020 00:00;2020-11-11;77780;73430;1670
PROD-0000022;12/11/2020 00:00;2020-11-12;76550;73200;1610
PROD-0000022;13/11/2020 00:00;2020-11-13;77160;73520;230
PROD-0000022;14/11/2020 00:00;2020-11-14;77320;73150;1010
PROD-0000022;15/11/2020 00:00;2020-11-15;77020;73280;890
PROD-0000022;16/11/2020 00:00;2020-11-16;78260;74860;820
PROD-0000022;17/11/2020 00:00;2020-11-17;77010;72750;80
PROD-0000022;18/11/2020 00:00;2020-11-18;77010;73160;1660
PROD-0000022;19/11/2020 00:00;2020-11-19;78100;74310;1480
PROD-0000022;20/11/2020 00:00;2020-11-20;77790;73900;860
PROD-0000022;21/11/2020 00:00;2020-11-21;78100;74180;120
PROD-0000022;22/11/2020 00:00;2020-11-22;76390;72570;1600
PROD-0000022;23/11/2020 00:00;2020-11-23;76860;72920;380
PROD-0000022;24/11/2020 00:00;2020-11-24;77940;74040;1010
PROD-0000022;25/11/2020 00:00;2020-11-25;77320;72790;1820
PROD-0000022;26/11/2020 00:00;2020-11-26;76250;71870;1680
PROD-0000022;27/11/2020 00:00;2020-11-27;77470;73630;390
PROD-0000022;28/11/2020 00:00;2020-11-28;78260;74130;200
PROD-0000022;29/11/2020 00:00;2020-11-29;78880;75340;1890
PROD-0000022;30/11/2020 00:00;2020-11-30;78560;74520;630
PROD-0000022;01/12/2020 00:00;2020-12-01;78560;75300;1490
PROD-0000022;02/12/2020 00:00;2020-12-02;77160;73300;810
PROD-0000022;03/12/2020 00:00;2020-12-03;78410;74490;1330
PROD-0000022;04/12/2020 00:00;2020-12-04;78720;74060;310
PROD-0000022;05/12/2020 00:00;2020-12-05;79360;75390;160
PROD-0000022;06/12/2020 00:00;2020-12-06;78410;73970;670
PROD-0000022;07/12/2020 00:00;2020-12-07;78100;74570;1800
PROD-0000022;08/12/2020 00:00;2020-12-08;79350;74860;360
PROD-0000022;09/12/2020 00:00;2020-12-09;77010;73150;230
PROD-0000022;10/12/2020 00:00;2020-12-10;78570;74610;1920
PROD-0000022;11/12/2020 00:00;2020-12-11;78570;74640;510
PROD-0000022;12/12/2020 00:00;2020-12-12;78880;74290;1140
PROD-0000022;13/12/2020 00:00;2020-12-13;78720;74600;430
PROD-0000022;14/12/2020 00:00;2020-12-14;78250;73970;1640
PROD-0000022;15/12/2020 00:00;2020-12-15;79670;75690;40
PROD-0000022;16/12/2020 00:00;2020-12-16;78730;74400;1730
PROD-0000022;17/12/2020 00:00;2020-12-17;77780;73890;160
PROD-0000022;18/12/2020 00:00;2020-12-18;77320;74180;890
PROD-0000022;19/12/2020 00:00;2020-12-19;77940;74040;1710
PROD-0000022;20/12/2020 00:00;2020-12-20;77320;73560;460
PROD-0000022;21/12/2020 00:00;2020-12-21;77630;73100;890
PROD-0000022;22/12/2020 00:00;2020-12-22;78410;73920;1180
PROD-0000022;23/12/2020 00:00;2020-12-23;78410;74810;710
PROD-0000022;24/12/2020 00:00;2020-12-24;78250;74480;350
PROD-0000022;25/12/2020 00:00;2020-12-25;79030;75080;1700
PROD-0000022;26/12/2020 00:00;2020-12-26;78560;75080;1140
PROD-0000022;27/12/2020 00:00;2020-12-27;79350;75530;400
PROD-0000022;28/12/2020 00:00;2020-12-28;79040;75790;550
PROD-0000022;29/12/2020 00:00;2020-12-29;79040;75620;910
PROD-0000022;30/12/2020 00:00;2020-12-30;78880;74940;120
PROD-0000022;31/12/2020 00:00;2020-12-31;78720;74260;1930
PROD-0000023;01/01/2020 00:00;2020-01-01;14170;13400;340
PROD-0000023;02/01/2020 00:00;2020-01-02;13940;13240;70
PROD-0000023;03/01/2020 00:00;2020-01-03;14030;13330;20
PROD-0000023;04/01/2020 00:00;2020-01-04;13940;13160;340
PROD-0000023;05/01/2020 00:00;2020-01-05;14110;13280;220
PROD-0000023;06/01/2020 00:00;2020-01-06;14030;13410;200
PROD-0000023;07/01/2020 00:00;2020-01-07;14160;13540;300
PROD-0000023;08/01/2020 00:00;2020-01-08;13860;13120;100
PROD-0000023;09/01/2020 00:00;2020-01-09;14170;13460;260
PROD-0000023;10/01/2020 00:00;2020-01-10;13860;13290;230
PROD-0000023;11/01/2020 00:00;2020-01-11;14220;13510;220
PROD-0000023;12/01/2020 00:00;2020-01-12;14170;13330;20
PROD-0000023;13/01/2020 00:00;2020-01-13;13830;13160;150
PROD-0000023;14/01/2020 00:00;2020-01-14;13860;13120;60
PROD-0000023;15/01/2020 00:00;2020-01-15;14140;13470;290
PROD-0000023;16/01/2020 00:00;2020-01-16;13940;13240;330
PROD-0000023;17/01/2020 00:00;2020-01-17;13950;13330;100
PROD-0000023;18/01/2020 00:00;2020-01-18;14050;13350;70
PROD-0000023;19/01/2020 00:00;2020-01-19;13950;13360;100
PROD-0000023;20/01/2020 00:00;2020-01-20;14020;13390;340
PROD-0000023;21/01/2020 00:00;2020-01-21;13780;13090;180
PROD-0000023;22/01/2020 00:00;2020-01-22;14050;13280;100
PROD-0000023;23/01/2020 00:00;2020-01-23;14140;13430;340
PROD-0000023;24/01/2020 00:00;2020-01-24;14000;13300;250
PROD-0000023;25/01/2020 00:00;2020-01-25;14140;13520;130
PROD-0000023;26/01/2020 00:00;2020-01-26;14110;13320;330
PROD-0000023;27/01/2020 00:00;2020-01-27;13970;13210;300
PROD-0000023;28/01/2020 00:00;2020-01-28;14080;13400;100
PROD-0000023;29/01/2020 00:00;2020-01-29;14030;13400;80
PROD-0000023;30/01/2020 00:00;2020-01-30;14170;13460;110
PROD-0000023;31/01/2020 00:00;2020-01-31;14110;13410;170
PROD-0000023;01/02/2020 00:00;2020-02-01;14040;13340;310
PROD-0000023;02/02/2020 00:00;2020-02-02;14040;13440;160
PROD-0000023;03/02/2020 00:00;2020-02-03;14300;13650;0
PROD-0000023;04/02/2020 00:00;2020-02-04;13960;13150;140
PROD-0000023;05/02/2020 00:00;2020-02-05;13930;13200;10
PROD-0000023;06/02/2020 00:00;2020-02-06;14120;13520;40
PROD-0000023;07/02/2020 00:00;2020-02-07;14210;13500;330
PROD-0000023;08/02/2020 00:00;2020-02-08;14220;13370;260
PROD-0000023;09/02/2020 00:00;2020-02-09;14120;13420;330
PROD-0000023;10/02/2020 00:00;2020-02-10;14130;13410;130
PROD-0000023;11/02/2020 00:00;2020-02-11;14270;13570;260
PROD-0000023;12/02/2020 00:00;2020-02-12;14150;13450;290
PROD-0000023;13/02/2020 00:00;2020-02-13;14240;13410;300
PROD-0000023;14/02/2020 00:00;2020-02-14;14180;13490;60
PROD-0000023;15/02/2020 00:00;2020-02-15;14050;13340;30
PROD-0000023;16/02/2020 00:00;2020-02-16;13950;13260;30
PROD-0000023;17/02/2020 00:00;2020-02-17;14150;13580;320
PROD-0000023;18/02/2020 00:00;2020-02-18;14040;13210;240
PROD-0000023;19/02/2020 00:00;2020-02-19;14300;13720;180
PROD-0000023;20/02/2020 00:00;2020-02-20;13980;13280;230
PROD-0000023;21/02/2020 00:00;2020-02-21;14070;13440;90
PROD-0000023;22/02/2020 00:00;2020-02-22;14270;13530;150
PROD-0000023;23/02/2020 00:00;2020-02-23;14240;13530;230
PROD-0000023;24/02/2020 00:00;2020-02-24;14380;13660;200
PROD-0000023;25/02/2020 00:00;2020-02-25;14180;13480;220
PROD-0000023;26/02/2020 00:00;2020-02-26;14100;13390;160
PROD-0000023;27/02/2020 00:00;2020-02-27;14360;13640;90
PROD-0000023;28/02/2020 00:00;2020-02-28;14020;13220;10
PROD-0000023;29/02/2020 00:00;2020-02-29;13960;13240;150
PROD-0000023;01/03/2020 00:00;2020-03-01;14200;13600;50
PROD-0000023;02/03/2020 00:00;2020-03-02;14220;13630;170
PROD-0000023;03/03/2020 00:00;2020-03-03;14200;13440;230
PROD-0000023;04/03/2020 00:00;2020-03-04;14170;13450;50
PROD-0000023;05/03/2020 00:00;2020-03-05;14310;13600;310
PROD-0000023;06/03/2020 00:00;2020-03-06;14370;13650;280
PROD-0000023;07/03/2020 00:00;2020-03-07;14520;13690;60
PROD-0000023;08/03/2020 00:00;2020-03-08;14490;13760;90
PROD-0000023;09/03/2020 00:00;2020-03-09;14340;13680;170
PROD-0000023;10/03/2020 00:00;2020-03-10;14340;13680;110
PROD-0000023;11/03/2020 00:00;2020-03-11;14480;13760;100
PROD-0000023;12/03/2020 00:00;2020-03-12;14170;13480;330
PROD-0000023;13/03/2020 00:00;2020-03-13;14340;13660;70
PROD-0000023;14/03/2020 00:00;2020-03-14;14370;13590;210
PROD-0000023;15/03/2020 00:00;2020-03-15;14230;13520;30
PROD-0000023;16/03/2020 00:00;2020-03-16;14370;13650;340
PROD-0000023;17/03/2020 00:00;2020-03-17;14110;13460;80
PROD-0000023;18/03/2020 00:00;2020-03-18;14450;13730;260
PROD-0000023;19/03/2020 00:00;2020-03-19;14340;13620;180
PROD-0000023;20/03/2020 00:00;2020-03-20;14280;13570;30
PROD-0000023;21/03/2020 00:00;2020-03-21;14170;13470;150
PROD-0000023;22/03/2020 00:00;2020-03-22;14370;13690;30
PROD-0000023;23/03/2020 00:00;2020-03-23;14260;13480;160
PROD-0000023;24/03/2020 00:00;2020-03-24;14060;13350;30
PROD-0000023;25/03/2020 00:00;2020-03-25;14400;13710;40
PROD-0000023;26/03/2020 00:00;2020-03-26;14340;13640;110
PROD-0000023;27/03/2020 00:00;2020-03-27;14450;13730;260
PROD-0000023;28/03/2020 00:00;2020-03-28;14420;13700;120
PROD-0000023;29/03/2020 00:00;2020-03-29;14340;13600;330
PROD-0000023;30/03/2020 00:00;2020-03-30;14110;13300;150
PROD-0000023;31/03/2020 00:00;2020-03-31;14310;13510;60
PROD-0000023;01/04/2020 00:00;2020-04-01;14330;13640;290
PROD-0000023;02/04/2020 00:00;2020-04-02;14560;13850;240
PROD-0000023;03/04/2020 00:00;2020-04-03;14440;13860;90
PROD-0000023;04/04/2020 00:00;2020-04-04;14420;13690;170
PROD-0000023;05/04/2020 00:00;2020-04-05;14420;13710;150
PROD-0000023;06/04/2020 00:00;2020-04-06;14410;13660;320
PROD-0000023;07/04/2020 00:00;2020-04-07;14350;13640;180
PROD-0000023;08/04/2020 00:00;2020-04-08;14620;13790;100
PROD-0000023;09/04/2020 00:00;2020-04-09;14410;13690;320
PROD-0000023;10/04/2020 00:00;2020-04-10;14420;13640;170
